show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,
s5655-netflix,TV Show,AJIN: Demi-Human,,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki",Japan,27-Dec-16,2016,TV-MA,2 Seasons,"Anime Series, International TV Shows",A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,
s4886-netflix,Movie,Ajji,Devashish Makhija,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",India,1-May-18,2017,TV-MA,105 min,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",
s1492-netflix,Movie,AK vs AK,Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap",India,25-Dec-20,2020,TV-MA,109 min,"Comedies, Dramas, International Movies","After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time.",
s2855-netflix,TV Show,Akame ga Kill!,,"Sora Amamiya, Soma Saito, Yukari Tamura, Yuu Asakawa, Mamiko Noto, Yoshitsugu Matsuoka, Katsuyuki Konishi, Risa Mizuno, Satomi Akesaka",Japan,1-Mar-20,2014,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows","Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",
s2752-netflix,TV Show,Akbar Birbal,,"Kiku Sharda, Vishal Kotian, Delnaaz Irani",India,31-Mar-20,2019,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas","From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",
s7326-amazon,TV Show,Akedo: Ultimate Arcade Warriors,,,,,2021,ALL,1 Season,"Action, Animation, Kids","Welcome to Akedo, the world's biggest virtual reality tournament! Gamers choose from a range of powerful and quirky Akedo Warriors to battle in the ultimate fighting game mashup. Jet, Bria and Cub are three players determined to become Ultimate Akedo Champions, but they'll soon find out that not all gamers play fair. Join the battle. Become a legend. Ready, fight, splitstrike!",
s5217-amazon,Movie,Akron,"Sasha King, Brian O'Donnell","Matthew Frias, Edmund Donovan, Andrea Burns, Joseph Melendez, Amy da Luz",,,2017,18+,88 min,"Arthouse, LGBTQ, Romance","Benny and Christopher, college freshmen, meet playing football and begin a relationship, with the support of their family and friends. As their love for each other grows, a past tragic event involving their mothers comes to light, testing their relationship and threatening to divide Benny's close-knit family.",
s5185-netflix,TV Show,Akulah Balqis,Pali Yahya,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman, Nadia Brian, Bella Dally",,3-Nov-17,2015,TV-14,1 Season,"International TV Shows, TV Dramas","A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",
s1418-netflix,Movie,Al acecho,Francisco D'Eufemia,"Rodrigo de la Serna, Belen Blanco, Walter Jakob, Facundo Aquinos, Patricia Calisaya",Argentina,12-Jan-21,2019,TV-MA,81 min,"International Movies, Thrillers","Looking for a fresh start, a park ranger gets a new assignment. When he discovers a network of poachers, survival depends on his lethal instincts.",
s4636-netflix,TV Show,Al Hayba,,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,15-Sep-18,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",
s3343-amazon,Movie,Al Jackson: Baby Steps in a Yellow Tuxedo,John Asher,Al Jackson,,,2015,18+,70 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Al Jackson navigates you through life in his hilarious comedy special, Baby Steps in a Yellow Tuxedo: proving no matter how often you stumble, you can do it with class.",
s2874-netflix,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",India,27-Feb-20,2020,TV-14,162 min,"Action & Adventure, Comedies, Dramas","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",
s3342-amazon,Movie,Alabama Dirt,Tom Stout,"Michael Roark, Tracy Lawrence, Leslie Easterbrook, Madeline Thelton, Garrett Smith, Brent Philip Henry, Lawrence Turner",,,2017,13+,90 min,Drama,"Love and dirt car racing collide in the hard-driving Alabama Dirt. Ty Hargrove is a poor country boy who dreams of becoming a state champion. When his biggest rival's girl falls for him, he seems to have it all until a tragedy veers him off course.",
s8220-amazon,Movie,Alabama Moon,Tim McCanlies,"Jimmy Bennett, Gabriel Basso, Uriah Shelton, Clint Howard, John Goodman, Gary Grubbs, J.D. Evermore",,,2011,PG,100 min,Drama,"After the unexpected death of his survivalist father, an eleven-year-old boy raised in the Alabama wilderness must learn how to make a home in the modern world.",
s8723-amazon,Movie,Alabama's Ghost,Fredric Hobbs,Christopher Brooks,,,1973,13+,93 min,"Horror, Suspense","A nightclub stage manager stumbles upon a forgotten, secret chamber underneath his nightclub. Inside is an old magician's belongings. He tries on the costume and he becomes ""Alabama, King of the Cosmos."" This new identity leads to a lot more than he bargained for. This wild film features voodoo, ghosts, vampires, robots, magicians, hippies, rock concerts, and more.",
s719-disney,Movie,Aladdin (1992),"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",United States,12-Nov-19,1992,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",
s645-disney,Movie,Aladdin (2019),Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,8-Jan-20,2019,PG,135 min,"Action-Adventure, Family, Fantasy",From Disney comes the thrilling live-action adaptation of Aladdin.,
s720-disney,Movie,Aladdin and the King of Thieves,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",United States,12-Nov-19,1996,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,
s721-disney,Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,12-Nov-19,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,
s5640-amazon,Movie,Alag - He Is Different - He Is Alone,Ashu Trikha Jim Mulligan,"Akshay Kapoor, Dia Mirza, Yatin Karyekar, Jayant Kripalani, Mukesh Tiwari, Sharat Saxena, Beena Banerjee, Tom Alter, Rana Jung Bahadur, Somesh Agarwal, Avtar Gill, Tej Sapru",,,2006,13+,117 min,Drama,An odd orphan boy is forced to use his secret super powers when his new classmates bully him. A scientist abducts him to use the boy's powers for his own evil gains.,
s7666-amazon,Movie,Alaigal Oivathillai,Bharathiraja,"Karthik, Radha, Thiagarajan, Silk Smitha",,,1981,ALL,131 min,"Drama, Romance","Vichu, a Hindu boy, and Mary, a Christian girl, fall in love with each other. However, when Vichu asks for Mary's hand in marriage, her brother arranges for her to marry someone else.",
s2832-netflix,Movie,Alakada Reloaded,Toyin Abraham,"Kehinde Bankole, Lilian Esoro, Bolaji Amusan, Toyin Abraham, Gabriel Afolayan, Bidemi Kosoko, Wumi Toriola, Tayo Amokade, Helen Paul, Liz DaSilva",,6-Mar-20,2017,TV-MA,104 min,"Comedies, International Movies","To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.",
s4085-amazon,Movie,Alan Jackson - Small Town Southern Man,John Albarian,Alan Jackson,,,2019,13+,90 min,"Documentary, Music Videos and Concerts","Alan Jackson: Small Town Southern Man is a brand-new feature length documentary which takes us on a most improbable journey, as Jackson scales the absolute heights of the music world... and despite enormous challenges... stays there.",
s767-netflix,Movie,Alan Saldaña: Locked Up,Alex Díaz,Alan Saldaña,Mexico,3-Jun-21,2021,TV-MA,49 min,Stand-Up Comedy,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents.",
s5343-netflix,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,4-Aug-17,2017,TV-MA,54 min,Stand-Up Comedy,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,
s6109-netflix,Movie,Alarmoty in the Land of Fire,,,Egypt,5-Aug-19,2017,TV-MA,94 min,"Comedies, International Movies","While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",
s119-disney,TV Show,Alaska Animal Rescue,,Victoria Vosburg,United States,1-Sep-21,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,
s1471-netflix,Movie,Alaska Is a Drag,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,31-Dec-20,2017,TV-MA,83 min,"Dramas, LGBTQ Movies","Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.",
s3341-amazon,TV Show,Alaska Off-Road Warriors,,,,,2015,TV-14,1 Season,"Documentary, Drama, Unscripted","Alaska Off-Road Warriors pits five teams of two in a grueling off-road challenge across Alaska, journeying from the Pacific Ocean to the Arctic Ocean in an intense expedition of epic proportions.",
s508-disney,TV Show,Alaska's Grizzly Gauntlet,,Les Stroud,United States,5-Jun-20,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Survival expert Les Stroud explores the world of Alaska’s most formidable wildlife.,
s3340-amazon,TV Show,Albert & Junior: Journey of discovery for babies,,,,,2015,ALL,1 Season,"Animation, Kids, Special Interest","Albert loves exploring the world around him! He has many questions about how things work, and always relies on his trusty buddy Junior to help explain the answers.",
s3079-netflix,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",India,31-Dec-19,2019,TV-MA,85 min,"Dramas, Independent Movies, International Movies","As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",
s3339-amazon,Movie,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Liam Mcintyre, Debra Messing, Jennifer Morrison, Castille Landon",,,2017,,106 min,"Adventure, Fantasy, Kids","A twelve-year-old girl is transported by a magical black stallion to the mystical world of ALBION, where she discovers that she alone is the key to saving an entire race of people.",
s3338-amazon,Movie,Alcatraz,Andrew Jones,"Gareth Lawrence, Derek Nelson, Lee Bane, Erick Hayden",,,2018,16+,87 min,"Action, Drama, Suspense","A group of prisoners, led by an armed robber and a gangster, attempt to escape from the infamous Alcatraz Island.",
s5216-amazon,Movie,Alejandro,"Emmanuel Ndejito, Joseph Duke, Mark Gullickson","Tina Mba, Sam Ojo, Joshua Pineda, Nancy Isime, Afeez Oyetoro Saka, Troy Powell, Lydia Gray, Brian Shoop, Clare Holt, Dion Berryhill",,,2021,13+,99 min,Drama,"A black African lawyer, Lucas, in Oklahoma, USA accepts a pro bono murder case of a wrongly accused poor Mexican man, Alejandro, who struggles to provide for his family. The case teaches Lucas a lesson he never expected.",
s5088-netflix,Movie,Alejandro Riaño: Especial de stand up,,Alejandro Riaño,Colombia,10-Jan-18,2018,TV-MA,60 min,Stand-Up Comedy,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",
s6111-netflix,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,18-Aug-18,2018,TV-MA,102 min,"Documentaries, International Movies, Music & Musicals",A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,
s2675-netflix,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli","Uruguay, Argentina",16-Apr-20,2019,TV-MA,88 min,"Comedies, Dramas, International Movies","Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",
s2997-netflix,Movie,Alex Fernández: The Best Comedian in the World,Alex Díaz,Alex Fernández,Mexico,23-Jan-20,2020,TV-MA,51 min,Stand-Up Comedy,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,
s4173-amazon,Movie,Alex in Wonderland,Srinivasan Venkatesh,Alexander Babu,,,2019,13+,136 min,"Arts, Entertainment, and Culture, Comedy, International","Alex takes you on a trip down the memory lane, blending Tamil cinema, music, philosophy and humour in a heady mix of hope and hilarity. The feel-good show of this multitalented comedian, celebrated by audiences around the world, is sure to light you up with love and laughter.",
s4172-amazon,Movie,Alex James: Slowing Down Fast Fashion,Ben Akers,Alex James,"United Kingdom, France, United States",,2016,7+,65 min,"Documentary, Special Interest","Alex James, Blur bassist turned cheesemaker, presents this critical look at the fashion industry and its enormous human and environmental cost. Far from predicting the apocalypse, Slowing Down Fast Fashion seeks to provide solutions. By talking to designers, activists and high street brands, the film shows that there is a wide ranging and ever growing thirst for change.",
s4834-netflix,Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,8-Jun-18,2018,TV-MA,100 min,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,
